1	固有値														
1	6.811697068	1.663941516	1.620963531	0.892834139	0.884093927	0.68389401	0.579582865	0.419761842	0.351579529	0.256861285	0.250828109	0.212511675	0.179285273	0.131913349	0.060251882
1	固有ベクトル														
1	-0.210012074	-0.291523565	-0.388996308	-0.203194921	-0.114494866	0.234961196	-0.303918074	0.302537277	0.540279408	-0.282325552	0.173924248	-0.038144182	0.123765562	-0.085258797	0.013807307
2	-0.241436132	-0.089794535	-0.267358461	0.198009739	-0.003085109	-0.028734372	0.824455962	0.242588928	-0.08541908	-0.224074705	0.024351213	-0.075114474	0.072334879	-0.104757577	0.05997821
3	0.232260035	-0.080608077	-0.392427787	0.323912092	-0.198056141	0.308121564	-0.029158959	-0.523291299	-0.162285913	-0.178546596	0.354704336	-0.146078755	-0.193293828	0.139502223	-0.097962716
4	-0.323956339	-0.057116148	0.141014671	-0.040603664	-0.014680676	0.110208719	-0.215595675	-0.069208498	-0.526345326	-0.514140317	-0.052110988	0.27620597	0.3474127	-0.103347643	-0.234226739
5	0.004914606	-0.301476595	0.292122401	-0.013370581	-0.867066798	-0.246393626	0.06653937	-0.015062926	0.032603739	-0.009653506	-0.04066517	-0.010359157	-0.017158145	0.051581929	0.023068372
6	-0.317667335	-0.164962607	0.207659172	0.157322709	0.048746049	0.209779851	-0.141005726	-0.026229553	-0.08750003	-0.022827474	-0.228228713	-0.439612819	-0.484696246	-0.490885851	0.087310796
7	0.191515228	-0.533298626	-0.023390721	-0.076665543	0.290481239	-0.210015132	0.112255118	-0.374290294	0.219696812	-0.277163012	-0.443024178	0.220925712	-0.131944594	0.060839624	0.005845223
8	-0.284399673	-0.081177189	0.345530674	0.058850408	0.140159823	0.051968059	0.13641604	-0.463458726	0.322941033	0.129806071	0.206095453	-0.320228652	0.516206035	0.009557822	-0.034658567
9	0.288874514	0.199416438	-0.347227052	0.042685405	-0.199281038	-0.030612077	-0.048559461	-0.163722019	0.01138555	0.106710378	-0.400470888	-0.079769343	0.431357823	-0.563674819	0.050272153
10	-0.308064089	-0.226322854	-0.293199708	-0.127019471	-0.04021236	0.026645983	0.041740677	-0.050140056	-0.097541056	0.541070689	-0.144597607	0.072227789	-0.058816288	0.04756409	-0.64114924
11	-0.326540839	-0.169937874	-0.247614504	-0.088472511	-0.039075428	0.125496117	-0.094037163	-0.135945062	-0.265602384	0.281923724	-0.162680673	0.069865006	0.114924159	0.276372946	0.692669011
