"","Factor1","Factor2"
"145",-0.572534068768927,2.52068442469671
"146",-0.55541846133599,2.35900907259177
"147",-0.606314366969855,2.54446407022616
"148",-0.589683155644825,2.46540070777292
"149",-0.575590034645388,2.36423983353687
"150",-0.572220349304408,2.2133515216252
"151",-0.580235628742586,2.28640863720982
"152",-0.586980568266791,2.26093776741096
"153",-0.560781393392892,2.28551074855856
"154",-0.595073654142227,2.30210907765185
"155",-0.511249634466675,2.15577804003078
"156",-0.5150784798952,2.27146173784845
"157",-0.432688631727766,1.1301591545855
"158",-0.44619835718687,1.32707471441802
"159",-0.559551613732259,2.08911080984988
"160",-0.459957645524848,1.2941831347156
"161",-0.405475081686773,0.927939869326034
"162",-0.462605062388178,1.07912625813066
"163",-0.44336873306636,0.99499699443739
"164",-0.40451348562727,1.19509396001879
"165",-0.38313972790947,1.19056181688478
"166",-0.414057581098522,0.979797939100423
"167",-0.344386470545946,1.05658882536101
"168",-0.411674557892176,1.2725777911774
"169",-0.405338890993799,1.23383066205645
"170",-0.401354362337047,1.29257331714366
"171",-0.412659319727881,1.28532395276156
"172",-0.871153900875688,0.728271551460599
"173",-0.840930044632377,0.535778057769003
"174",-0.799358191686196,0.390601255381539
"175",-0.668925186212285,-0.23344554793835
"176",-0.698427941644346,-0.0283722027540104
"177",-0.776339589753225,0.242776501115655
"178",-0.796185364778317,0.290561833053634
"179",-1.3325533199317,0.318415505917403
"180",-1.4057220479138,0.606775597311141
"181",-1.36721131601429,0.52253695549485
"182",-1.43217797973013,0.71880120956757
"183",-1.43908682191655,0.796581060943573
"184",-1.43323841335248,0.90183988314187
"185",-1.35536021600864,0.54686554379073
"186",-1.29883412470451,0.0842428609090371
"187",0.0024762665550657,-1.19772526468899
"188",0.077238048322758,-1.49735346143454
"189",0.0485816082192525,-1.42739803898708
"190",0.188053997371879,-1.99951101535484
"191",0.161500704586353,-1.86069362747377
"192",0.177967592929121,-1.98741001590816
"193",-0.554828641523996,-1.77307069023696
"194",-0.577019144777568,-1.66021509238392
"195",-0.570834140255916,-1.78885013701789
"196",-0.179030894929256,-2.1771657479178
"197",-0.186482031249788,-2.05826997681281
"198",-0.194826339965536,-2.09550888748767
"199",0.376255651209689,-2.84613303262802
"200",0.384503623887949,-2.8644404013295
"201",-0.130533497470296,-1.81747633429134
"202",-0.0561924910745543,-2.29648056136088
"203",-0.7268048048646,-1.61697298285413
"204",-0.720570123931254,-1.66160804083897
"205",-0.729835976892654,-0.134681915832909
"206",-0.792948784496641,0.105282978354554
"207",-0.86378443173535,0.481125520806866
"208",-0.863604561630703,0.368274318619415
"209",-1.01484630202185,1.09280225210837
"210",-0.979438466422843,0.874923016343283
"211",-0.992982122389371,1.01436765462829
"212",-0.880621412177822,0.462877204726737
"213",-0.752516611385573,-0.0892439568361179
"214",-0.736597755595794,0.0884960023905233
"215",-0.782476200189455,0.0516501707853176
"216",-0.938351226778482,0.824193862004015
"217",-0.955944086193889,0.886590263346903
"218",-1.06179141911525,1.37314858170938
"219",-1.02077369496907,1.12645322432992
"220",-0.730386648887579,0.563337040297244
"221",-0.752563711883762,0.795656265558241
"222",-0.680743984565287,0.362344719214324
"223",-0.649591116513277,0.273183116135075
"224",-0.645876318094392,0.108925653098818
"225",-0.657294587132948,0.124163560966553
"226",-0.651281714270555,0.167524373519372
"227",-0.63948895433441,0.211691764397397
"228",-0.453910318877502,-0.672112110969353
"229",-0.468478472154562,-0.500419168346034
"230",-0.599910676142474,0.158626985842916
"231",-0.606484885426946,0.0576349633680856
"232",-0.583566113726351,-0.140258682214495
"233",-0.589733589255839,-0.13647683833106
"234",-0.625979703604176,0.135109202973731
"235",-0.581761158534356,0.0791294635671083
"236",-0.63677758164707,0.196018412855851
"237",-0.57210086179256,-0.0920027231342049
"238",-0.326652232354931,-1.4431036020138
"239",-0.394791985142668,-1.15953058682711
"240",-0.426753470194339,-1.00027326674379
"241",-0.465026836888815,-0.808298369223584
"242",-0.39126912778078,-1.1249490042343
"243",-0.254788672538062,-1.74346990641326
"244",-0.233368547127384,-0.975207048664483
"245",-0.227948532705885,-0.965298020989234
"246",-0.106895850815996,-1.58126436286695
"247",-0.229456378519472,-1.04486928388918
"248",-0.153987218782062,-1.38523512945185
"249",-0.0613731487038798,-1.81768903468357
"250",-0.0693433691307375,-1.77596063995322
"251",-0.0513131905873803,-1.85566473773977
"252",0.0254327318368238,-2.22236423994725
"253",0.0248135935071122,-2.3292677360066
"254",-0.160260777006926,-2.33341932965888
"255",-0.129806605245826,-2.42649571968691
"256",-0.590220471277703,-1.84570258186963
"257",-1.08457375993339,0.790341989427148
"258",-1.12507394056394,1.09495590626449
"259",-1.12100992187694,1.10975282854349
"260",-1.06830556586663,0.884345926759148
"261",-1.08565707731553,0.878243217557305
"262",-1.07782253805043,0.782430628669299
"263",-1.10528172309737,1.06600974829046
"264",-1.10251138550338,1.00047609985289
"265",-1.02920650181337,0.836264021962393
"266",-1.08130682051021,1.01193018031858
"267",-0.974353770739931,0.287764808669814
"268",-0.910645551756002,0.0423250943423078
"269",-1.13188435859932,0.30735923159319
"270",-1.01102969748114,-0.119058990969932
"271",-0.928500021005104,-0.549557624250496
"272",-1.07130491467523,0.0439969381957421
"273",-1.06397112851961,-0.152261808252973
"274",-0.78670279275621,-0.647690336136227
"275",-0.76336582379064,-0.676624793642446
"276",-0.797941145716649,-0.593521750065171
"277",-0.735182115992814,-0.858811964369787
"278",-0.747414264452767,-0.681657806530929
"279",-0.979122778358244,-0.592223116704856
"280",-1.03655080424878,-0.446307025771267
"281",-0.938140691469957,-0.769990523591599
"282",-1.00976346160674,-0.626709395396393
"283",-0.944755332742015,-1.68314594229022
"284",-0.362925613237604,-2.14716588109337
"285",-0.393950544587433,-1.75725726150686
"286",-0.531110483881357,-2.06705128699916
"287",-0.290271145499592,-1.69999625525157
"288",-0.330193913605035,-1.53008367229048
"289",-0.26403133281252,-1.78764121973429
"290",-0.598975983036669,-1.45080478485852
"291",-0.600139469337508,-1.50071836475631
"292",-0.589971301864148,-1.46752061357751
"293",-0.586806658833695,-0.602942404522782
"294",-0.657272921609643,-0.284327972551578
"295",-0.595193024875478,-0.628250813334703
"296",-0.653249283213334,-0.36814261361851
"297",-0.672960829870982,-0.163880821221135
"298",0.122544223766473,-2.40755727946624
"299",0.153625547460543,-2.59242039614116
"300",0.043046478990667,-2.11460235944449
"301",-0.244934712581456,-1.10228361625175
"302",-0.181884883078167,-1.38092674312195
"303",-0.174011399873987,-1.49896259925552
"304",-0.864942196089715,-0.608446857170419
"305",-0.948207445654067,-0.19055085347764
"306",-0.992312802015232,-0.0790873948773633
"307",-0.987928770844654,-0.0458203882735142
"308",-0.79420345940807,0.597260485120344
"309",-0.80098304824274,0.698738113633591
"310",-0.712908171230997,0.471871812262429
"311",-0.746804597875408,0.437251384890049
"312",-0.85457811117929,0.936034527442472
"313",-0.805546420156072,0.686446432963417
"314",-0.803149114901206,0.667138905597745
"315",-0.767554437199687,0.600312210019067
"316",-0.789232623605687,0.736070386962382
"317",-0.754564543994677,0.560704757599782
"318",-0.75221814365731,0.477024320132498
"319",-0.711366499160982,0.346590425226045
"320",-0.680318191316476,-0.147126330745247
"321",-0.685501160223177,-0.123292373059798
"322",-0.666793940021372,-0.168009776837386
"323",-0.743314756252676,0.20006467474494
"324",-0.635638447897375,-0.343685570644964
"325",-0.529381282518379,-0.786913579505434
"326",-0.571607324263281,-0.594158881690356
"327",-0.62562138921659,-0.309309762845065
"328",0.144298821373795,-1.16262115646533
"329",0.176200011833546,-1.33950128952511
"330",0.162519064400243,-1.24639360400466
"331",-0.467814258414314,-1.13126525228468
"332",-0.439503319619278,-1.28398209813358
"333",-0.878234635457363,-0.500706622899412
"334",-0.880447455319523,-0.474026472637607
"335",-0.896770751148208,-0.396525948178273
"336",-0.96888980507299,-0.0713894843481147
"337",-0.988803604654648,0.0216794016558985
"338",-0.959830960616844,-0.127983497595956
"339",-0.984620955672854,-0.00575873091765764
"340",-1.0209554052915,0.141342749060312
"341",-0.601333290995001,-1.28691689795478
"342",-0.0567902370933735,-0.799637426758508
"343",-0.0715755015303041,-1.20510213676153
"344",0.046525487346798,-1.7514748288172
"345",-0.206716226421674,-1.17992724765872
"346",-0.218129091810143,-1.09617935421917
"347",0.109392271822532,-2.38813871942858
"348",-0.295559307917463,-2.1251345245511
"349",-0.152479027067509,-2.02007275939734
"350",-0.183609775087449,-1.86482422453867
"351",0.466179116072158,-2.86363513724509
"352",0.505150310779107,-2.97142804074931
"353",-0.560534776751333,-2.70915002141817
"354",0.16351118422356,-2.80169528607818
"355",0.176650142531867,-2.89048156430906
"356",1.47559086583376,0.608350510958949
"357",1.4975138475047,0.376989108147216
"358",1.5336468772463,0.229417557700934
"359",1.56555753231211,0.172039037041692
"360",1.55955453335634,0.150817270042778
"361",1.53265343902035,0.354253784103111
"362",1.50267611433992,0.436767308622774
"363",1.47786941632479,0.543874861694675
"364",1.55077938060137,0.000444989277082368
"365",1.52067179831439,0.313392371529803
"366",1.5231353094504,0.374827489416651
"367",1.58195037178728,0.308841670383443
"368",1.51628575007647,0.0302429157428348
"369",1.50160636388353,-0.00605585445517157
"370",1.49670288141384,0.000465518802300965
"371",1.5257834513707,0.0794105012710309
"372",1.49463784670917,0.180018598106352
"373",1.47738746714383,0.769708545265616
"374",1.49111551390121,0.856693085438704
"375",1.57142556953655,0.262984812187473
"376",1.55546323791763,0.396501364016008
"377",1.5199494562996,0.428725998448563
"378",1.57132318270523,0.434364297183933
"379",1.54328408920093,0.478408526350344
"380",1.83607724175648,0.173490584127421
"381",1.54772816747944,0.413738087895435
"382",1.499306156787,0.596816253176326
"383",1.49072567523402,0.618644257451859
"384",1.55547008648775,0.689677248152675
"385",1.51328429795137,0.731211556584279
"386",1.53471236352286,0.719419661194788
"387",1.55861014355748,0.637904433745595
"388",1.50633956477948,0.732947969467493
"389",1.50867769100274,0.523672220963108
"390",1.52633655314819,0.377585278492092
"391",1.57180143885976,0.138981442585138
"392",1.51871187953103,0.586746990057696
"393",1.54856461242178,0.280309693693998
"394",1.55535859040981,0.338745751622379
"395",1.5284554725723,0.380853512351463
"396",1.51925496707391,0.400744904537784
"397",1.51175171814647,0.500986759697918
"398",1.59412336489064,0.687282462838132
"399",1.56812469733436,0.432173708150475
"400",1.56085979513013,0.597722671897206
"401",1.53354698844307,0.494194926463765
"402",1.52160773728639,0.465538105809737
"403",1.58140643051192,0.45143701820079
"404",1.66738653348854,0.428052815494252
"405",1.71327065528915,0.535692397751059
"406",1.53303989760717,0.613060712583349
"407",1.53502963669917,0.295320205542995
"408",1.54434543873527,0.316931782281892
"409",1.60177856223498,0.127441311132962
"410",1.77179429284936,0.0626640477312171
"411",1.62715584634733,0.193812830192297
"412",1.60943049990499,0.485736531255959
"413",1.64455050653411,0.226335870706727
"414",1.65997883760751,0.793041556436527
"415",1.61212969772604,0.533772151208036
"416",1.62002675942882,0.371783382657702
"417",1.63980918207036,0.444644597754184
"418",1.82073336971367,0.361908968648325
"419",1.64639123659861,0.27128736410019
"420",1.54209123747084,0.398774759287293
"421",1.53808837574088,0.389206272036598
"422",1.62783369948095,-0.0517824475467429
"423",1.65910753321734,0.0614502904416904
"424",1.72722281594055,-0.25721005410317
"425",1.62637453909872,0.426680993534934
"426",1.76915430995212,-0.406669880155936
"427",1.76494852527339,0.0403399371623798
"428",1.63733137434433,0.160400301634551
"429",1.60034734127407,0.388349144545456
"430",1.6731903152155,-0.125671526832027
"431",1.65844286726039,-0.0349531981464319
"432",1.71110328633783,-0.37597420334511
"433",1.61456025679418,0.196193399036399
"434",1.62098378481543,0.292869916295073
"435",1.58437299848281,0.477730254385631
"436",1.61586023381755,0.432565185271589
"437",1.58314074977358,0.671099455619056
"438",1.58449653686987,0.673765136652432
"439",1.51230722691855,0.574235881560791
"440",1.56901042085157,0.517694874666197
"441",1.52713516222679,0.454405654375923
"442",1.50278593769619,0.465814145756665
"443",1.51832517923283,0.495821565572342
"444",1.54702758881702,0.599733991441519
"445",1.58463194029602,0.535827954992686
"446",1.53145069387972,0.437699200500803
"447",1.54091605704423,0.402499095272291
"448",1.54227807004399,0.35926521838333
"449",1.54872384209819,0.383965569733886
"450",1.62275432255752,0.255084192030587
"451",1.5446594584245,0.305589962940467
"452",1.55480410479998,0.238007510156203
"453",1.5591882924663,0.228987428094847
"454",1.63280114659217,0.248803694451315
"455",1.62686913560992,0.183406338516783
"456",1.6307501152308,0.221972409420852
"457",1.67796458622108,0.0595282050535254
"458",1.62705907357134,0.0531962164413703
"459",1.59696829784141,0.0405057887439725
"460",1.59493940223694,0.141318911449802
"461",1.57172980176006,0.112412052831139
"462",1.60439959760661,-0.000344613588334617
"463",1.59259042491979,-0.000390892295209801
"464",1.69372844167625,-0.431036016133431
"465",1.73608565536672,-0.597314315371775
"466",1.67337741627971,-0.0898909653225446
"467",1.60715022813607,-0.0712934756007857
"468",1.73109079622535,-0.485282851380748
"469",1.75723081528495,-0.673568848259498
"470",1.6596758249062,-0.38860520531271
"471",1.66965971562757,-0.5150193727941
"472",1.68025161409878,-0.521457485829833
"473",1.68210865890176,-0.534802593023354
"474",1.61180946211157,-0.0387040400752031
"475",1.59440064888549,0.0806403569826206
"476",1.58593433351049,-0.00793906865687307
"477",1.59282730764061,0.238390602717546
"478",1.59237529754553,0.0628812286505258
"479",1.62606359093811,-0.102608896292346
"480",1.76656305410187,-0.927028939485643
"481",1.74203280986286,-0.865839843941698
"482",1.74256301461981,-0.890158491732549
"483",1.85413962447608,-1.30946442640111
"484",1.80888020345989,-1.02743753619555
"485",1.80246984991595,-1.03356758398739
"486",1.70172128480871,-0.542913391994498
"487",1.7594565356778,-0.819150345845586
"488",1.16724351932198,0.75973312112638
"489",1.15060232219938,0.960658020255659
"490",1.14679660930783,1.04237087634001
"491",1.1577082294133,0.798490072476285
"492",1.21584005980824,0.478997577537428
"493",-0.270002146224342,0.394981166647618
"494",-0.239282565975592,0.263246759992765
"495",-0.188268871708289,0.101525333479715
"496",-0.319536525568169,0.692665072078732
"497",-0.29381796072578,0.527425031637566
"498",-0.299147907848551,0.518750482858791
"499",-0.328218277745937,0.687300272123985
"500",-0.33602696263034,0.705852567119274
"501",-1.05023372537015,0.998492938553571
"502",-1.08357057883496,1.14819596003713
"503",-1.11879820280402,1.22572707471424
"504",-1.10485254179281,1.19309019633771
"505",-1.08005991434767,1.17530362885584
